CEP,Nome,Latitude,Longitude
21072430,Josué Almeida,-22.8474665,-43.2862362
24911600,Dom Cunha,-22.9196653,-42.8621365
26030695,Maria Fernanda Fernandes,-22.7365237,-43.4674897
23811705,Oliver Souza,-22.8538087,-43.7597423
28633766,Lucca da Cruz,-22.2380727,-42.5338147
21921820,Léo da Luz,-22.9149507,-43.420116
22620012,Arthur Gabriel Moraes,-23.0003709,-43.365895
27278158,Mateus Costa,-22.5057897,-44.1380511
24471460,Catarina Barbosa,-22.7813801,-43.0627313
25655440,Dante Aparecida,-22.5158315,-43.1892443
21351100,Melissa Barros,-22.871633,-43.3429328
23943080,Juan Moura,-22.9619383,-44.4389191
23095500,Joana Aragão,-22.9035842,-43.5662438
21370060,Gabrielly Vargas,-22.874368,-43.3296263
21833100,Marina Nascimento,-22.8758503,-43.4871891
27946000,Maria Vitória Mendes,-22.3702163,-41.8004613
25581151,Luísa Carvalho,-22.7882732,-43.3511894
20396055,Theodoro Vieira,-22.7636255,-43.1083583
26430025,Ian Fogaça,-22.6897295,-43.602215
25902067,Emanuel Monteiro,-22.6566022,-43.0398345
23591500,João Guilherme Silveira,-22.9320426,-43.6655505
21860230,Joaquim das Neves,-22.8632307,-43.4615328
24456580,Maria Flor Machado,-22.8136926,-43.0126899
27963578,Arthur Costa,-22.3425656,-41.7573216
24922000,Leandro Lima,-22.9339527,-42.8245961
23555042,Maria Helena Gonçalves,-22.9133351,-43.6889342
24210200,Thomas Cunha,-22.9002191,-43.1312497
25715170,Lucas Gabriel Araújo,-22.4674446,-43.1479751
26521094,Cauê Cunha,-22.8128902,-43.4366297
24866168,Fernando Cavalcanti,-22.722543,-42.9415051
25041440,Maria Júlia Leão,-22.7862985,-43.3053106
26295063,Gustavo Teixeira,-22.8021485,-43.587797
23082330,Thiago Caldeira,-22.8868,-43.5694599
21510003,Dante Fernandes,-22.854762,-43.3516765
21852320,Maria Laura Martins,-22.8742263,-43.4685442
23590300,Rebeca Duarte,-22.9231766,-43.6513657
24730685,Maria Flor Rocha,-22.8297603,-42.9833145
26291404,Luara Nunes,-22.7803023,-43.5480958
27910130,Marcelo Duarte,-22.3683864,-41.7809027
24944676,Catarina Dias,-22.9473722,-42.9124955
28625680,Giovanna Montenegro,-22.2887261,-42.5340796
24754535,José Cassiano,-22.8272883,-43.0637646
25755390,Cecília Araújo,-22.3372547,-43.1392398
24030096,Elisa Montenegro,-22.8858975,-43.1152211
23894570,Miguel Macedo,-22.7385109,-43.6905654
27120570,Isabelly Garcia,-22.4553596,-43.800016
22790831,Natália Mendonça,-23.0136663,-43.4634068
27262380,Ravi Vargas,-22.5231495,-44.1114032
23535058,Josué Câmara,-22.9762744,-43.6918557
26383330,José Montenegro,-22.7123243,-43.5585629
24800698,Rafael Costa,-22.7491761,-42.8624723
28051550,João Guilherme Santos,-21.7626682,-41.3184501
24240290,Renan Leão,-22.8961481,-43.095802
24230520,Lorena Borges,-22.9058299,-43.0935144
27948100,Gael Henrique Leão,-22.8814413,-43.2264021
25570270,Ana Vitória da Cunha,-22.7698054,-43.3538439
24210570,Rodrigo Ferreira,-22.9002818,-43.1136918
26061175,Ayla Rios,-22.7561319,-43.4607419
25906016,Amanda Cavalcante,-22.6566022,-43.0398345
24425720,Arthur Gabriel Sousa,-22.8542796,-43.0922505
24859532,Apollo Vasconcelos,-22.7969517,-42.9343341
27944715,Lucas Gabriel Cirino,-22.3829439,-41.7962687
23954470,Vicente Vargas,-23.0262149,-44.5341625
28613150,Miguel Lima,-22.2887261,-42.5340796
23073020,Renan Martins,-22.8939638,-43.5895186
26311240,Diego Azevedo,-22.7106685,-43.5522256
25525545,Leandro Fonseca,-22.7978876,-43.3938428
23525186,Bianca Jesus,-22.9517307,-43.6818046
27330490,Henrique Santos,-22.5408519,-44.1772604
24474830,Ana Lívia Santos,-22.7874469,-43.0242463
21720140,Leandro da Rocha,-22.8653132,-43.4450484
26011820,Pietra Carvalho,-22.7448066,-43.4368831
27257400,Bernardo Araújo,-22.5901969,-44.0738964
28621665,Eloá Barros,-22.3529725,-42.5607648
25670011,Lívia Barros,-22.4947483,-43.205651
27257685,Yuri Silva,-22.5259456,-44.1318831
25040360,Davi Almeida,-22.7461559,-43.3225557
23063420,Paulo da Cunha,-22.9138285,-43.5981983
24738455,Kaique Leão,-22.8460522,-42.9545687
27948035,Hellena Barbosa,-22.3456427,-41.8009866
20931120,Kevin Pinto,-22.8763684,-43.2135139
23094160,Maitê Farias,-22.8768946,-43.5196601
21843193,Ana Cecília Moraes,-22.8968333,-43.4877927
24325015,Antony Alves,-22.8812493,-43.0316339
26032420,Brayan Montenegro,-22.7609862,-43.4363535
25270548,Vicente Leão,-22.614882,-43.2369662
25243067,Luiz Felipe Rocha,-22.6636255,-43.2913469
26176065,Liam Fogaça,-22.7218869,-43.3795877
21371071,Yan da Conceição,-22.8558216,-43.315785
26220640,Paulo Teixeira,-22.7597532,-43.4374865
26125510,Maya Cavalcanti,-22.7348476,-43.4105459
28610280,Ana Julia da Costa,-22.2806556,-42.5298774
23055360,Luiz Fernando Aparecida,-22.9166921,-43.5793735
24915400,Pietro Cavalcante,-22.9339527,-42.8245961
27278545,Maria Macedo,-22.4921488,-44.1194418
23560860,Olívia da Conceição,-22.9196515,-43.6843877
25938045,Isadora Caldeira,-22.5777377,-43.191336
20941270,Emanuel Siqueira,-22.8982426,-43.2189006
21832006,Olivia Azevedo,-22.8911565,-43.4929189
25960290,Antony Ferreira,-22.4247151,-42.9751387
25086560,Daniel Pimenta,-22.8054691,-43.2819886
25904480,Maitê Alves,-22.6566022,-43.0398345
24240230,Esther Souza,-22.8987588,-43.0985184
25036210,Clara Sousa,-22.7635423,-43.3230686
21854080,Davi Lucas Siqueira,-22.8793056,-43.4809214
23095164,Bianca Mendonça,-22.8454426,-43.5241596
26195400,Ana Liz Jesus,-22.752242,-43.3584179
27511014,Ana Julia Silva,-22.4762483,-44.4416862
20740060,João Miguel da Costa,-22.8929862,-43.3172036
27210260,Arthur Gabriel Peixoto,-22.4881222,-44.0697677
26064020,Samuel Borges,-22.7561319,-43.4607419
24745200,Caio Câmara,-22.835891,-42.991026
24920730,Enrico Lopes,-22.9339527,-42.8245961
26453185,Gabrielly Cunha,-22.6439978,-43.6606463
24942525,Valentim Novaes,-22.9473722,-42.9124955
21765698,Lorenzo Martins,-22.9235651,-43.6406957
27143425,Anna Liz da Cunha,-22.5034575,-43.8181379
21920160,Carlos Eduardo Cassiano,-22.7980177,-43.1926962
23017296,Levi Silveira,-22.9115105,-43.5354822
22753842,Luiz Henrique Moreira,-22.9693896,-43.3345357
24743120,Gabrielly Leão,-22.8411527,-42.9968792
21735220,Kevin Novais,-22.8673613,-43.4237281
27321530,Nathan Brito,-22.5201702,-44.1855
28621520,Antony Gonçalves,-22.3356085,-42.5515315
21040212,Bernardo Jesus,-22.8652608,-43.2424872
24451490,Bárbara Aragão,-22.836639,-43.0159971
20766180,Isis Pastor,-22.873379,-43.2817621
23015070,Diego Araújo,-22.9064558,-43.5373993
25010040,Rebeca Mendes,-22.7920426,-43.3142818
24421330,Alana Barbosa,-22.8292896,-43.0449104
23591550,Ravi Lucca da Rosa,-22.9301166,-43.6666835
27524520,Enzo Gabriel Campos,-22.4891269,-44.4876014
25042120,Juan Montenegro,-22.6391365,-43.2513352
21665099,Ana Cecília Gomes,-22.8401095,-43.3780741
25815050,Francisco Cirino,-22.1120744,-43.2017581
25065345,Eduardo Vargas,-22.7862985,-43.3053106
25575815,João Lucas Garcia,-22.772296,-43.3632538
24140050,Marcos Vinicius Viana,-22.8799778,-43.0710649
23520193,Laura da Luz,-22.935193,-43.6825858
25540260,Alana Abreu,-22.7816627,-43.3937445
22451506,Lorenzo Vargas,-22.9835089,-43.2419841
20735041,Luiz Miguel Nascimento,-22.8984275,-43.2819133
24914165,Olivia Macedo,-22.9339527,-42.8245961
24743150,Vitor Hugo Freitas,-22.8422606,-42.9987047
20751400,Ayla Abreu,-22.882553,-43.3108998
23550366,Leonardo da Luz,-22.9300447,-43.6844359
24466170,Emilly Almeida,-22.807914,-43.0606897
27253500,Emanuella Cassiano,-22.5131944,-44.0904374
27944769,Alexia Fonseca,-22.3828484,-41.7923624
25725514,Arthur Miguel da Conceição,-22.4796996,-43.2690413
21230175,Maya Rodrigues,-22.8242558,-43.3273384
26553221,Dante Albuquerque,-22.7892144,-43.4328446
25525770,Isabel Vasconcelos,-22.7910493,-43.3994297
20750160,Erick Azevedo,-22.8755073,-43.2999715
21831400,Julia Rezende,-22.8904038,-43.478908
26022146,Alexia Monteiro,-22.7224535,-43.4462919
27279720,Miguel Rocha,-22.4916635,-44.1129601
21311250,Luna Aparecida,-22.8903808,-43.3287025
26277565,Luiz Gustavo Barbosa,-22.7636416,-43.5146509
25908465,Nicolas Casa Grande,-22.606465,-43.0399604
28085375,Gabrielly Costa,-21.7266046,-41.2998911
21615400,Vitor Hugo Nascimento,-22.8647601,-43.3998027
24900755,Alana Lopes,-22.9589057,-42.7885423
23016470,Anna Liz Costa,-22.9153405,-43.5319782
25272525,Sophie Pereira,-22.6218577,-43.23969
24426360,Joaquim da Rocha,-22.8458529,-43.0894031
26377210,Vitor Gabriel das Neves,-22.7209971,-43.5445428
25214355,Emanuel Lima,-22.6883438,-43.2642061
21830720,João Vitor Almeida,-22.8810563,-43.4803206
25571215,Lorena Monteiro,-22.7622834,-43.3404384
21931072,Antonella Rios,-22.8214821,-43.1897938
25807100,Joana Lopes,-22.1100172,-43.2097058
21921110,Maya Pastor,-22.8085427,-43.186958
27925377,Ester Machado,-22.4022149,-41.8344273
23070360,Yuri Aparecida,-22.8977928,-43.5796998
21532040,Arthur Miguel Santos,-22.8208346,-43.366888
27365250,Carlos Eduardo Machado,-22.5541337,-44.1591761
26271410,Lucas Gabriel Albuquerque,-22.7672887,-43.5074991
24355100,Vitor Hugo Sá,-22.9388441,-43.0455659
28027312,Eduardo Porto,-21.748729,-41.321409
25665060,Stella Montenegro,-22.5300645,-43.2110285
21670280,Anthony Mendonça,-22.8524517,-43.3869228
26143137,Mariana da Mota,-22.7378201,-43.4474172
24755440,Alexia Nascimento,-22.8639768,-43.0171343
20090004,Julia Lopes,-22.8999984,-43.1795302
25963405,Anthony Fernandes,-22.4203293,-42.9775699
25211180,Joaquim Aparecida,-22.6746552,-43.2352221
22763587,Dom da Rosa,-22.9488157,-43.3580913
20921050,Marina Mendonça,-22.8929159,-43.2281977
26010620,Yuri da Cunha,-22.755671,-43.4203577
25267142,Thiago Ferreira,-22.6340801,-43.2533585
20950210,Maria Sophia da Rosa,-22.9069184,-43.2557182
25050560,Sara Caldeira,-22.7586624,-43.2967156
28060070,Lunna Duarte,-21.7345271,-41.3287474
24474270,Bento Novaes,-22.7963798,-43.0236454
26061560,Marina Silveira,-22.6935924,-43.4144197
22735270,Lucca Fonseca,-22.9230163,-43.361904
22765535,Otávio Leão,-22.9568188,-43.3549786
21062130,Ana Julia da Costa,-22.8663603,-43.2836879
26535440,Marcela Vieira,-22.7800898,-43.4354424
26185430,Vitória Porto,-22.7099205,-43.3286265
27948379,Vicente Sales,-22.3456427,-41.8009866
27175972,Júlia Leão,-22.6262971,-43.9058584
24722340,Mateus Rocha,-22.7945005,-42.9706208
25575110,João Gabriel Guerra,-22.7646361,-43.333396
24926780,Maria Leão,-22.9339527,-42.8245961
24355183,Luiz Henrique Viana,-22.8954483,-43.095284
28630362,Gael Carvalho,-22.2743596,-42.6008189
21932860,Ana Cecília Novais,-22.7964731,-43.2077641
26115335,Ana Cecília Novaes,-22.7415379,-43.3934273
24030060,Davi Miguel Cassiano,-22.8895663,-43.1191126
26176095,Enzo Gabriel Oliveira,-22.7595286,-43.3806397
23071480,Juan Duarte,-22.8844867,-43.5840107
24346190,Lorena da Rocha,-22.9561305,-43.0291246
26327110,Ana Luiza Viana,-22.720162,-43.5417778
22763628,Eloá Leão,-22.958323,-43.3517018
20081110,Maria Helena Mendonça,-22.8973589,-43.1812534
22710790,Ana Carolina Sampaio,-22.9291508,-43.3662017
21862775,Dante Freitas,-22.8631137,-43.4667941
24910635,Ester Barbosa,-22.8902054,-42.8540403
26290756,Otávio Farias,-22.7782944,-43.5270534
21932035,Sophia Rodrigues,-22.7848257,-43.2246756
25919273,Rhavi Cavalcanti,-22.6566022,-43.0398345
26010165,Vitor Gabriel Correia,-22.7607315,-43.4187128
21011771,Lucca Castro,-22.8054672,-43.3017034
25975450,Theodoro Marques,-22.4171897,-42.9579227
25615073,Juliana das Neves,-22.511181,-43.1529163
26031120,Maitê da Costa,-22.7316891,-43.4765172
21041615,Esther Cunha,-22.876725,-43.2386463
23913310,Antony Silva,-22.9887942,-44.2428902
27347020,Clara da Costa,-22.5477195,-44.1809244
24340232,Yasmin Novaes,-22.931858,-43.0219603
23905010,Vitor Hugo Casa Grande,-22.9896855,-44.3070889
22631100,Maria Fernanda Pereira,-23.0058093,-43.3317917
23067310,Bento Moura,-22.9035842,-43.5662438
20040020,Paulo Almeida,-22.9012787,-43.1776105
21070868,João Miguel Rocha,-22.8187735,-43.2712076
28620033,Isaque Garcia,-22.3040046,-42.542514
26292465,Julia da Mota,-22.7714518,-43.553354
28180970,Luísa Alves,-21.48509,-41.616893
26381431,Ana Beatriz Carvalho,-22.6920904,-43.561
24736295,Luiz Otávio da Paz,-22.8218859,-42.9783131
24726250,Isis Farias,-22.7980918,-42.9703024
26413521,Augusto Macedo,-22.6889371,-43.6218041
24716350,Ayla Costela,-22.8272883,-43.0637646
23540260,Ana Sophia das Neves,-22.9805204,-43.7028211
23891350,Arthur Miguel da Paz,-22.761276,-43.6769866
26160430,André Cardoso,-22.7310763,-43.3927948
28057315,Ayla Araújo,-21.7626682,-41.3184501
23030190,Igor Lima,-22.7249799788,-43.208
23025470,Yuri Albuquerque,-22.9946329,-43.6239228
21515537,João Vitor Aparecida,-22.8246493,-43.3727275
26173650,Maitê Dias,-22.7203337,-43.3729517
25555526,Thales Caldeira,-22.7907664,-43.3699364
22755140,Pedro Lucas Moreira,-22.9520937,-43.3343821
23934690,Benicio Dias,-23.0252958,-44.5130024
25812350,Sarah Pimenta,-22.1031363,-43.1955821
22723720,Maria Fernanda da Mota,-22.9681736,-43.3907025
24725220,Theo Pacheco,-22.8076673,-42.9602131
25804190,Pietro Aragão,-22.1170043,-43.2189459
28030040,Joaquim da Conceição,-21.7604497,-41.3366602
22753190,Agatha da Costa,-22.986725,-43.3055003
24344550,Clara Vieira,-22.9354953,-43.0052252
22790460,Liz Sales,-23.0172355,-43.4697534
26277835,Benício Ribeiro,-22.7550482,-43.5154638
23087200,Ana Liz Silva,-22.888679,-43.5644449
20091905,Isadora Barbosa,-22.9004795,-43.1786414
27288030,Natália Brito,-22.4658572,-44.0942933
27143230,João Vitor da Rosa,-22.6262971,-43.9058584
22210040,Felipe Macedo,-22.92724,-43.1751765
25540360,Sara Nogueira,-22.7866791,-43.4000325
24436270,José Pedro Albuquerque,-22.8189848,-43.065922
24030083,Theodoro Monteiro,-22.8849216,-43.1232222
24755452,Nicole Ferreira,-22.867928,-43.0061342
27940076,Davi Miguel Montenegro,-22.3836705,-41.7827461
24910125,Calebe Costela,-22.9339527,-42.8245961
23918510,Matteo Borges,-23.033643,-44.176109
25935466,Hellena Macedo,-22.5919252,-43.1845059
20770008,Ana Carolina da Mata,-22.8892719,-43.2861524
25937056,Luiza Jesus,-22.6261372,-43.1837071
23545296,Breno Fonseca,-22.9674264,-43.7056394
24726085,Melissa Novais,-22.769987,-42.9661148
27540528,Benicio da Rosa,-22.4621476,-44.3805085
25963365,Daniel Azevedo,-22.4211206,-42.9860782
23953120,Marcelo Camargo,-23.0174665,-44.5344758
23057079,Vitória Mendes,-22.9138285,-43.5981983
21380480,Miguel Silva,-22.8827522,-43.3280478
27258123,Eloá Vieira,-22.5315239,-44.0683118
26020047,Caio Martins,-22.7383613,-43.447645
28635670,Erick da Costa,-22.2285394,-42.5223714
22783244,Maria Julia Barbosa,-22.9855277,-43.4597967
20745130,Davi Lucca Albuquerque,-22.9070574,-43.3057572
24340070,Gabriela Aragão,-22.9416209,-43.0286853
25965215,Pedro Henrique Sousa,-22.40086,-42.9776613
27945690,Ana Clara Cirino,-22.3717628,-41.7914277
26298527,Nicole da Cunha,-22.852983,-43.5977337
27115175,João Felipe Machado,-22.4720256,-43.8273373
25530060,Mariane da Luz,-22.8106461,-43.3890736
21241100,Miguel Brito,-22.8163805,-43.3124302
26557670,Samuel Nascimento,-22.772588,-43.4396144
25635206,Dom Borges,-22.5304382,-43.1776358
23547100,Isadora da Cunha,-22.9674264,-43.7056394
22773751,Ana Júlia Novais,-22.9481688,-43.3626721
26070218,Thiago Cirino,-22.7119442,-43.4263942
21921130,Marcos Vinicius da Rosa,-22.8076637,-43.1849571
21042261,Thomas Novais,-22.8626395,-43.2539991
22021030,Sophie Aparecida,-22.9673231,-43.1804092
23530095,Diego Sampaio,-22.9655673,-43.6916108
21831469,Emilly Melo,-22.8758503,-43.4871891
27946800,Maria Helena Barbosa,-22.3621015,-41.794225
25725285,Maria Abreu,-22.3916668,-43.2328033
26383315,Diogo da Cunha,-22.7106685,-43.5522256
26215190,Enrico Rios,-22.7545092,-43.4481259
23510250,Cauê Aragão,-22.9199782,-43.673537
21030160,Joana da Cunha,-22.8442134,-43.2472763
24473360,Felipe Cavalcanti,-22.7830232,-43.0268112
20750212,Carlos Eduardo Campos,-22.8814021,-43.2934758
24740020,Luana Albuquerque,-22.835982,-42.9987638
21510050,Maria Alice Almeida,-22.8312527,-43.3858198
24858540,Eduardo Camargo,-22.7765126,-42.9370121
27521220,Liam da Luz,-22.4702018,-44.4644659
25808185,Rafael Pimenta,-22.0971246,-43.2050787
26291356,Catarina Martins,-22.7802201,-43.5438706
21615070,Valentina Peixoto,-22.8625485,-43.3926465
23811730,José Farias,-22.850991,-43.7619996
26043220,Sophia Vasconcelos,-22.7028184,-43.4771067
24120170,Ayla Souza,-22.8817585,-43.105631
24800446,Caleb da Rocha,-22.7325607,-42.862594
28910070,Olivia Sá,-22.8893684,-42.0428383
28051202,Renan Cavalcante,-21.7531904,-41.3429396
23540257,Vitória da Rosa,-22.9745967,-43.705319
26470210,Mariana Macedo,-22.6894404,-43.5856719
24813273,Isabella Montenegro,-22.7522856,-42.8984734
23010500,Luísa da Paz,-22.8852722,-43.5009357
28025665,Apollo da Luz,-21.766667,-41.55
25040330,Sarah Freitas,-22.7339672,-43.3185645
24474730,Melissa da Luz,-22.7917073,-43.0298226
21755400,Pedro Machado,-22.8893991,-43.3857008
27961821,Oliver Teixeira,-22.363187,-41.7923098
21715074,Heloisa Pires,-22.8763107,-43.4302937
24913670,Bernardo Barros,-22.9173877,-42.8479474
26385240,Nicole Pastor,-22.7025123,-43.5521445
24466315,Rodrigo da Mata,-22.8218377,-43.0485497
26297357,Davi Lucca Borges,-22.8228635,-43.5942662
26115794,Anthony Gabriel Vargas,-22.7430848,-43.3820995
26087170,Rebeca Sousa,-22.7175719,-43.5297669
28621070,Alícia Mendonça,-22.3356085,-42.5515315
26323190,Helena Rocha,-22.7166719,-43.5406765
21852300,Bianca Almeida,-22.8742263,-43.4685442
21250002,Marcela Garcia,-22.8329903,-43.30924
24926450,Yuri Borges,-22.9339527,-42.8245961
26281346,Kamilly Lopes,-22.7195593,-43.4668039
21371430,Gabrielly Gonçalves,-22.8573164,-43.3167336
27923130,Luiz Fernando Vasconcelos,-22.3925032,-41.7826171
24474570,Eloah Gonçalves,-22.789214,-43.0198844
23932410,Carlos Eduardo Aparecida,-22.9619383,-44.4389191
26087370,Kevin Alves,-22.7137813,-43.525465
21831270,Clara da Rocha,-22.8899813,-43.4863133
26040125,Laís Sales,-22.7071999,-43.4540228
26385330,Giovanna Campos,-22.6952879,-43.5612954
24426406,José Miguel Monteiro,-22.8341061,-43.0804878
27150040,Enzo Pereira,-22.4940035,-43.8322323
24802595,João Pedro Correia,-22.7207962,-42.8232497
22763615,Catarina Barros,-22.9348995,-43.3360471
23035417,Milena da Cruz,-22.947651,-43.6012969
28027231,Vinícius da Paz,-21.7813025,-41.2807975
27960030,Gael Lima,-22.3688012,-41.7790869
25610330,Guilherme Nascimento,-22.5056537,-43.1778418
23097570,Raquel Vasconcelos,-22.9035842,-43.5662438
20920214,André Araújo,-22.8982426,-43.2189006
21331270,Daniel Gomes,-22.8668265,-43.363268
26285671,Emanuelly Costela,-22.7561319,-43.4607419
28635525,Rodrigo Novais,-22.2274312,-42.5236881
28026550,Léo Freitas,-21.7617077,-41.324969
26387070,Renan Rocha,-22.7113882,-43.5393208
21531612,Maria Cecília Sousa,-22.8243442,-43.3417471
27337220,Ana Liz Barros,-22.5458946,-44.1710248
26290309,Maria Julia Pires,-22.7587311,-43.4958688
24110258,Antônio Caldeira,-22.8684818,-43.1077768
28025357,Caroline Novais,-21.7855153,-41.332483
26540125,Thiago Pires,-22.8067006,-43.4018998
23831233,Daniela Alves,-22.8185399,-43.764303
21840517,Francisco Fernandes,-22.8742263,-43.4685442
21710510,Bella Moreira,-22.871107,-43.4161827
25240262,Bento da Rosa,-22.6438745,-43.2871623
26042180,Antonella Sá,-22.7060508,-43.4677946
26585630,Fernanda Camargo,-22.801649,-43.442592
21360340,Ana Laura da Rosa,-22.8644587,-43.3310106
21941280,Sofia Fernandes,-22.8150469,-43.1980815
21070660,Léo Macedo,-22.8945314,-43.2614992
24866124,Calebe Dias,-22.7163417,-42.9277901
24905250,Stella Casa Grande,-22.8945855,-42.7935449
27512114,Rodrigo Câmara,-22.4730745,-44.4354678
25235230,Alexandre Farias,-22.7083637,-43.3094879
25075210,Mariana da Mata,-22.7942225,-43.3016946
24461110,Ana Júlia Ferreira,-22.8123438,-43.0336913
26043430,Ana Laura Castro,-22.6858397,-43.4795601
24220320,Heloísa Gomes,-22.9033918,-43.1033983
25575381,Marcela da Rosa,-22.7907664,-43.3699364
26173130,Stella Melo,-22.7317163,-43.3570851
27336640,Augusto Dias,-22.5555437,-44.1178977
27258090,André Mendonça,-22.5305153,-44.0696854
24110140,Matteo Fonseca,-22.8721929,-43.1013958
26285480,Zoe Vieira,-22.7592975,-43.4434694
20756200,Luiz Felipe Nascimento,-22.8876791,-43.3085485
23080390,Paulo Fernandes,-22.8984097,-43.5704656
25675155,Anthony da Mata,-22.4900343,-43.2001359
25925225,Lavínia Pimenta,-22.7116669,-43.132261
24476775,Cauã Freitas,-22.7631655,-43.0011794
28035216,Luan Nascimento,-21.7531904,-41.3429396
26260077,Caroline Ferreira,-22.7587241,-43.4724384
26089070,Nicolas da Rocha,-22.6957513,-43.5189049
26277675,Alexia Correia,-22.7561319,-43.4607419
24931115,Cauê Monteiro,-22.9334052,-42.874255
25815505,Carlos Eduardo Vieira,-22.1148873,-43.1930796
25575700,Maria Alice da Luz,-22.7760326,-43.3452658
24436170,Ana Luiza Aparecida,-22.82024,-43.0603624
24716380,Sophia Pacheco,-22.7924316,-43.0080932
27333270,Aurora Vasconcelos,-22.5411021,-44.1253849
27536281,Alana Monteiro,-22.475082,-44.4453364
26296450,Davi Miguel Alves,-22.8109051,-43.6119136
28923040,João Lucas Guerra,-22.8677921,-42.0221003
25025380,João Vitor Pereira,-22.7795528,-43.3277263
24210375,Pedro Henrique Castro,-22.9040562,-43.1329247
24940590,Théo Azevedo,-22.9473722,-42.9124955
26130350,Luiz Otávio Marques,-22.7655142,-43.4113338
25902240,Thomas Correia,-22.661601,-42.995317
27276367,Felipe Correia,-22.4976671,-44.1349695
23071090,Eduarda Jesus,-22.894054,-43.5819064
22770550,Arthur Caldeira,-22.9288836,-43.3542305
21670053,Alexia Oliveira,-22.8513108,-43.3806498
24110028,Sabrina Silva,-22.8774036,-43.1076106
26381799,Emanuel Lopes,-22.6986207,-43.5426687
26293492,Enzo Gabriel Caldeira,-22.8008963,-43.5914454
24934345,Dante Pastor,-22.9566767,-42.956293
26279060,Ana Lívia Freitas,-22.7439487,-43.5246361
21675530,Raul Pimenta,-22.846275,-43.3634918
24933545,Maria Eduarda Camargo,-22.9631891,-42.9325025
21532470,Ana Laura Campos,-22.8054158,-43.3564639
23031190,Vinícius Albuquerque,-22.9570582,-43.6091246
22030040,Giovanna Pacheco,-22.9649706,-43.1825258
25515080,Hadassa Duarte,-22.7983167,-43.3700678
25220155,Isadora Casa Grande,-22.6585305,-43.2315128
26298075,Ana Carolina Fogaça,-22.8213294,-43.6130718
25710150,João Miguel Campos,-22.4952969,-43.1432244
24474540,Bruno Correia,-22.7882722,-43.0181927
26140472,Melissa Pereira,-22.7388523,-43.4249694
24754006,Enrico Costela,-22.8740993,-43.023337
25233285,Benjamim Porto,-22.6890285,-43.3037094
21072152,Eloá Barbosa,-22.8382396,-43.272183
24020002,Ana Julia Correia,-22.8903026,-43.1239276
26089147,Kevin Ribeiro,-22.6942983,-43.5102549
23575170,Marina Carvalho,-22.9059432,-43.6694413
25932180,Mathias Fernandes,-22.5777377,-43.191336
21842440,Pedro Lucas Porto,-22.8729656,-43.4831338
24917025,Julia Martins,-22.9339527,-42.8245961
26020620,Mariana Gonçalves,-22.7370501,-43.4439259
25230140,Benjamim Monteiro,-22.6455737,-43.3149785
25900124,Gabrielly Ribeiro,-22.6544463,-43.0398222
24934285,Ana Liz Guerra,-22.9566349,-42.9504782
23903545,Maria Vitória Teixeira,-23.0057347,-44.3157591
27267080,Caroline Sousa,-22.5329173,-44.1276673
24716260,Joaquim Vasconcelos,-22.8272883,-43.0637646
23510020,Henry Gabriel Siqueira,-22.9167771,-43.6821749
