CEP,Nome,Latitude,Longitude
27276470,Isaac Cunha,-22.5047392,-44.1387538
25570391,Lara Rios,-22.7682781,-43.3441147
21931580,Pedro Henrique Nogueira,-22.802643,-43.2094679
26084365,Marina Cavalcante,-22.7439487,-43.5246361
23894726,Breno Cavalcanti,-22.7530802,-43.7159011
24412400,Luiza Farias,-22.8464622,-43.0673262
26011060,Kamilly Montenegro,-22.7556514,-43.4294623
24857508,Ryan Barbosa,-22.7609832,-42.9288511
25586027,Emanuelly Fernandes,-22.7907664,-43.3699364
21012410,Maria Sophia da Cunha,-22.8228396,-43.2860944
24130081,Lunna Farias,-22.8813,-43.0870152
24924055,Henry Gabriel Porto,-22.9339527,-42.8245961
26030050,Bárbara Barbosa,-22.7330411,-43.4724001
26160360,Esther Sousa,-22.7226369,-43.3930267
25215200,Thomas Nascimento,-22.7862985,-43.3053106
24440670,Luiz Miguel Melo,-22.8250469,-43.0547403
23904440,Guilherme Nunes,-23.0003338,-44.3125202
24038900,Raul Jesus,-22.8858975,-43.1152211
27273305,Luan Rios,-22.5179299,-44.1364178
23899060,Natália Novaes,-22.8548488,-43.6735074
24815496,Maria Cecília Silveira,-22.7193649,-42.8633838
28630315,Pedro Henrique Nunes,-22.2285394,-42.5223714
25230274,Nathan Campos,-22.6455737,-43.3149785
27333160,Ana Sophia Aparecida,-22.5367913,-44.1258666
26556520,Mariah Vargas,-22.7817722,-43.4334964
21042590,Marcelo Moura,-22.8603218,-43.2429544
26275335,Enrico Caldeira,-22.7529386,-43.4945673
24722242,Valentim da Conceição,-22.8010063,-42.9684665
26089205,Maria Cecília Rezende,-22.6996515,-43.5150161
25958630,Ísis Rios,-22.4444338,-42.9747858
25750048,Amanda Martins,-22.3819684,-43.1321582
25964360,Kaique Teixeira,-22.4255063,-42.9836474
24440550,Breno Vargas,-22.8245482,-43.0592065
23080670,Raquel Siqueira,-22.8957414,-43.5724961
21660280,Bianca Sampaio,-22.8383642,-43.3738289
26277210,Allana Carvalho,-22.7479182,-43.4907617
25716120,Anna Liz Ramos,-22.4799014,-43.1546719
24417210,Benjamim Montenegro,-22.8029248,-43.0458837
26115722,Ravy Lima,-22.7384772,-43.3760353
27525610,Caio da Mota,-22.4747603,-44.4963555
27310000,Julia Melo,-22.5120416,-44.0881583
21030152,Hellena Macedo,-22.8503133,-43.2565606
28635400,Hellena Cavalcante,-22.2364787,-42.5178294
23932435,Maria Laura da Cunha,-22.9619383,-44.4389191
27933690,Paulo Castro,-22.3960889,-41.801684
25575003,Mariah Vargas,-22.8004721,-43.3676686
22743370,Vicente Fernandes,-22.9257859,-43.3423498
27963526,Maria Helena da Conceição,-22.3374405,-41.7531826
23535630,Benício Freitas,-22.9771039,-43.6878244
21840536,Fernanda Pires,-22.8742263,-43.4685442
26292474,Davi Lucas Araújo,-22.7756209,-43.6163213
23891765,Olivia Câmara,-22.7253609,-43.6631122
21241200,Sofia Oliveira,-22.8143497,-43.3085468
22753270,Ana Vitória Castro,-22.9722326,-43.3296625
24020003,Maria Julia Oliveira,-22.8931731,-43.1236145
25976190,Thiago Vasconcelos,-22.3871824,-42.9556552
20251525,Levi Carvalho,-22.9161714,-43.1944672
23904600,Evelyn Teixeira,-22.9988554,-44.3118751
26296162,Raul Oliveira,-22.8020333,-43.5913492
21011410,Francisco Almeida,-22.8309919,-43.2871703
25575699,Matteo Moura,-22.7749279,-43.34502
25211463,Amanda Guerra,-22.7862985,-43.3053106
21340060,Raquel Mendonça,-22.8681763,-43.3595941
24932605,Ana Julia Pacheco,-22.9566767,-42.956293
28637971,Nathan Aparecida,-22.166667,-42.683333
21911010,Vicente Siqueira,-22.7896451,-43.1732051
24415460,Lucca Nunes,-22.840763,-43.0783994
25515400,Maria Flor Mendes,-22.7974679,-43.3835155
24040005,Erick da Mota,-22.8754735,-43.1220169
28605160,Sophie Fernandes,-22.2748855,-42.533318
23914290,Kaique Camargo,-22.9924823,-44.2370848
26556180,Isabelly da Paz,-22.7789057,-43.4380559
25750626,Noah Rios,-22.5177557,-44.1088268
25725325,Erick Moura,-22.3916668,-43.2328033
21250620,Gabriel Castro,-22.8184513,-43.3030143
27273775,Hadassa Nunes,-22.5156862,-44.1362808
27943450,Luiz Gustavo Dias,-22.3724283,-41.7881572
27279650,Laura Costa,-22.5437271,-44.1583178
26221030,Anna Liz Andrade,-22.7626779,-43.4418775
24320120,Jade Aragão,-22.9047233,-43.0514353
25720447,Kevin Sampaio,-22.4543321,-43.1416253
25725376,Heitor Rios,-22.3916668,-43.2328033
27964051,Lorena Martins,-22.3374405,-41.7531826
24715170,Gael da Mata,-22.8087923,-42.9963994
25975420,Anthony Gabriel Fogaça,-22.4199408,-42.9540738
25211070,Raquel Moura,-22.6689486,-43.2513988
23071580,Apollo Brito,-22.9035842,-43.5662438
27925290,Renan Alves,-22.4068274,-41.8390879
21825080,Isaac Pinto,-22.8742263,-43.4685442
22621200,Liz Vasconcelos,-23.011734,-43.3050024
21311040,Henrique Cavalcanti,-22.8848892,-43.3354538
24030111,Maria Liz Nogueira,-22.8896745,-43.1203645
26292045,Gabriel Novaes,-22.7714518,-43.553354
27930860,Aylla Costela,-22.3943008,-41.8459187
25725210,Maria Luiza Casa Grande,-22.4294465,-43.2416285
23936120,Lorenzo Aparecida,-22.9619383,-44.4389191
26120210,Miguel Cavalcanti,-22.7440685,-43.4106286
25045515,João Guilherme Gonçalves,-22.7862985,-43.3053106
21250220,Daniela Porto,-22.8287801,-43.3019374
20070970,Maria Helena Melo,-22.902546,-43.1798416
20972100,Stella Abreu,-22.9234476,-43.2325119
27525660,Maria Luísa Moura,-22.4795955,-44.5061572
24425065,Arthur Gabriel Viana,-22.846867,-43.1017407
27932350,Antony Borges,-22.4081988,-41.8619172
22470001,Enzo Jesus,-22.9621372,-43.2076913
21843212,Nicolas Duarte,-22.8745482,-43.4960092
20920203,José Miguel Rios,-22.8982426,-43.2189006
24040140,Maria Clara Rocha,-22.8832665,-43.125737
21932791,Heitor Monteiro,-22.7861096,-43.226567
26035040,Maria Fernandes,-22.7283101,-43.4687776
23017665,Benício Camargo,-22.9135812,-43.5175764
26279270,Luna Azevedo,-22.7458822,-43.5248444
26554161,Benício Vieira,-22.790704,-43.4391929
23094190,Beatriz Siqueira,-22.8773066,-43.5196693
21921730,Allana da Mata,-22.805043,-43.1942258
25957220,Noah Vargas,-22.428738,-42.9660397
25975370,Maria Andrade,-22.418285,-42.9536254
28920141,Benicio Macedo,-22.8869007,-42.0266493
23912475,Olivia Borges,-22.999093,-44.2642808
24722317,Ana Nunes,-22.7937133,-42.9708302
27930020,Ana Luiza Macedo,-22.3900955,-41.8425258
25250130,Clara Fernandes,-22.5982706,-43.292692
24410494,Ana Lívia Costa,-22.8650942,-43.0687954
24943190,Caleb Ferreira,-22.9144569,-42.9299117
24315160,Clarice Lima,-22.9008729,-43.0684128
23013255,Enzo Ribeiro,-22.890187,-43.5351532
23545040,Melina da Costa,-22.9625743,-43.7036222
26297054,Giovanna Duarte,-22.8153261,-43.5967397
21540410,Sabrina Porto,-22.8552311,-43.3464329
24941615,Caio Pastor,-22.9473722,-42.9124955
26216041,Levi Cassiano,-22.7550936,-43.4386346
27265630,Jade Aparecida,-22.523155,-44.1319501
21710470,Ana Cecília Moraes,-22.8737683,-43.416783
26373190,Carolina Nunes,-22.7456254,-43.627185
23935025,João Gabriel Cassiano,-22.9619383,-44.4389191
23895340,Ravi Aragão,-22.7467595,-43.7190392
25905880,João Pedro Novaes,-22.6739098,-43.0656223
28085530,Henry Farias,-21.7370195,-41.3147048
23090080,Aylla Costela,-22.8804855,-43.5612491
24802405,Maria Sophia Montenegro,-22.7260647,-42.8285434
24720010,Ana Clara Andrade,-22.8111819,-42.991481
22611270,Davi Lucca Vasconcelos,-23.0068327,-43.2980366
25821234,Bernardo Vasconcelos,-22.137492,-43.1688837
25251047,Bella Aparecida,-22.6709894,-43.2809219
26113760,Alana Rodrigues,-22.752953,-43.3946235
25985090,Cecília Pereira,-22.4169605,-42.9756016
27347490,Isaque Siqueira,-22.5516075,-44.1848499
26021500,Maria Isis Rocha,-22.7561319,-43.4607419
25640553,Ravy Ramos,-22.5278012,-43.1783486
25570667,Isabella Rodrigues,-22.7620028,-43.3450271
21930105,Maria Vitória Rezende,-22.8227917,-43.1702578
26375190,Guilherme Caldeira,-22.7456254,-43.627185
27281450,Heloisa das Neves,-22.4948494,-44.1032677
26290831,Juan Mendes,-22.77077,-43.5270739
25212720,Raquel Novais,-22.6856193,-43.2630304
24804390,Gabriela Costa,-22.7470831,-42.8331538
25961225,Leandro Sampaio,-22.439306,-42.991581
26381609,Pietro Porto,-22.7004845,-43.5536629
21041030,Matteo Melo,-22.8672722,-43.2518111
26160220,Isaque Leão,-22.7206391,-43.3921703
24417700,Cauê Pereira,-22.8460799,-43.052731
24813033,Maria Sophia Siqueira,-22.7447356,-42.895453
20973120,Alexandre Duarte,-22.8845483,-43.2557041
28910230,Benício Barros,-22.8857536,-42.0394956
26381018,Fernando Campos,-22.6916496,-43.5804312
23535132,Zoe da Luz,-22.9674264,-43.7056394
24325285,Maya da Mota,-22.8814414,-43.037877
21020050,Josué Azevedo,-22.8399084,-43.2786734
25240107,Bruno Jesus,-22.6438745,-43.2871623
26013460,Lara Costela,-22.7436985,-43.4448548
24915435,Maria Júlia Oliveira,-22.9339527,-42.8245961
25882990,Brenda da Cruz,-21.9953615,-42.9146039
26265208,Nicolas Fonseca,-22.7561319,-43.4607419
25581040,Manuela Albuquerque,-22.7892273,-43.3343569
28615100,Levi Sá,-22.3091802,-42.5233746
24933110,Murilo Martins,-22.9668608,-42.9073548
27966751,Brayan Vasconcelos,-22.3081889,-41.7155149
24936810,Renan Freitas,-22.9642791,-42.9967141
21010443,Allana Teixeira,-22.8841172,-43.4211616
25710153,Davi Miguel Novais,-22.4952969,-43.1432244
25070512,Carlos Eduardo Porto,-22.7770339,-43.3017873
26020207,João Lucas Casa Grande,-22.7359077,-43.4464192
25900593,Maria Fernanda Mendonça,-22.6566022,-43.0398345
23545001,Igor Oliveira,-22.9674264,-43.7056394
20765171,Maria Flor Barbosa,-22.8650532,-43.2940226
27332190,João Vitor Rocha,-22.5512218,-44.1336987
21535501,Theodoro Fogaça,-22.8072011,-43.3410653
21810042,Luiz Otávio Vieira,-22.8742263,-43.4685442
21831300,Bella Nogueira,-22.8742263,-43.4685442
20080001,Matteo Ferreira,-22.9010972,-43.1830691
21010220,Sabrina Aparecida,-22.8176248,-43.2902305
24926440,Marcelo Peixoto,-22.9339527,-42.8245961
21832307,Ágatha Cirino,-22.8758503,-43.4871891
27537264,Yago Macedo,-22.4497428,-44.3959079
24810056,Igor da Mota,-22.7802612,-42.8887076
26413130,Heitor Aparecida,-22.7012085,-43.6283463
26515037,Murilo Alves,-22.8208674,-43.4244039
23085370,Bárbara Sá,-22.8997945,-43.55147
24723360,Pedro Lucas da Rocha,-22.8166594,-42.9268216
21040020,Thomas Rezende,-22.8546234,-43.2533014
26167225,Beatriz das Neves,-22.7377622,-43.3784488
26540558,Bella da Mota,-22.8067006,-43.4018998
21042016,Clarice Viana,-22.8574971,-43.2430137
24410420,Hellena Silveira,-22.8633708,-43.0800629
26525046,Léo Vieira,-22.8124169,-43.4200399
27213040,Enrico Moreira,-22.5110451,-44.0928297
23093520,Noah Pereira,-22.9035842,-43.5662438
24943630,Pedro Lucas Ferreira,-22.9473722,-42.9124955
24440450,Amanda Pacheco,-22.8272883,-43.0637646
25235114,Davi Lucas Duarte,-22.6155676,-43.2835744
25750190,Bento Siqueira,-22.3372547,-43.1392398
27264820,Francisco Mendonça,-22.5341045,-44.117973
24455001,Gustavo da Mata,-22.8150444,-43.023966
23535055,Luiz Felipe Cavalcante,-22.9766631,-43.6925128
24426780,Emilly da Cunha,-22.8333904,-43.0790318
21380500,Marcelo da Mata,-22.8827522,-43.3280478
24908775,Milena Casa Grande,-22.8840563,-42.8003978
27945540,Luiz Otávio Caldeira,-22.3766547,-41.7960899
28620152,Benjamim Monteiro,-22.3176682,-42.5436057
26010070,Vitória Peixoto,-22.7623672,-43.4195308
21770260,Maria Alice Moreira,-22.8939477,-43.4452954
24800249,Dom Porto,-22.7436711,-42.852795
25035320,Caroline Silva,-22.755383,-43.312237
24804394,Maria Julia Nogueira,-22.7470831,-42.8331538
26085255,Anthony Gabriel Guerra,-22.7240182,-43.5378606
23510140,Maria Sophia Dias,-22.917898,-43.6808533
20720080,Lavínia Mendes,-22.9030453,-43.2905183
26425110,Bruna Albuquerque,-22.6821246,-43.6239327
25085270,Cauê Moraes,-22.7939117,-43.2895945
21044178,Luiz Henrique Sales,-22.8574971,-43.2430137
21825445,Maya Viana,-22.8742263,-43.4685442
26215360,Isabelly Cassiano,-22.7509864,-43.4439841
24460090,Eloah Siqueira,-22.8186734,-43.0436944
25975500,Anthony Gabriel Aparecida,-22.4130736,-42.9586807
28083710,Davi Miguel Pastor,-21.8346871,-41.2715386
27340490,Leandro Teixeira,-22.5822448,-44.1686469
27966586,Daniel Cavalcanti,-22.301358,-41.7058833
26125460,Cauã Vasconcelos,-22.7226742,-43.4118478
25065051,Olívia Guerra,-22.7862985,-43.3053106
27320200,Arthur Miguel Moraes,-22.5338863,-44.2137081
26263200,Laís Siqueira,-22.7360115,-43.488754
24921304,João Vitor Cardoso,-22.9339527,-42.8245961
26293429,Isaque Oliveira,-22.7895148,-43.5655004
27343315,Stephany Guerra,-22.5408519,-44.1772604
26270160,Henry Barros,-22.7677704,-43.504219
24722258,Luiz Miguel Brito,-22.7765233,-42.966482
25235346,Anna Liz Casa Grande,-22.6824859,-43.355347
28633600,Leonardo Rios,-22.2247278,-42.5292421
26084055,Otto Barbosa,-22.7379047,-43.5200762
24943100,Julia Costela,-22.907432,-42.919769
25980370,Benjamin da Luz,-22.4240689,-42.9580745
26163320,Luna Lima,-22.7172354,-43.3910584
24410375,Enzo Gabriel Rios,-22.8640016,-43.0818913
21765400,Júlia Freitas,-22.8763107,-43.4302937
21250400,Stella Montenegro,-22.8181471,-43.3016259
25580332,João Pedro Siqueira,-22.7811982,-43.3421391
26545011,Davi Miguel Campos,-22.8164727,-43.4102319
22743320,Gustavo Henrique Fernandes,-22.9288149,-43.3547027
26381633,Sara Brito,-22.7010381,-43.5517549
20751260,Davi Lucas Gomes,-22.881117,-43.3050321
28605713,Nathan Costa,-22.25779,-42.5295455
28051120,Josué Abreu,-21.7384349,-41.3164132
28915290,Gabriel Pereira,-22.8800595,-42.024107
24830004,Otto Rios,-22.7046827,-42.8717925
26271090,Maria Flor Nogueira,-22.7565573,-43.511226
27340560,Eduarda Vieira,-22.5408519,-44.1772604
24940860,Ana Sophia Vieira,-22.9473722,-42.9124955
21370671,Arthur Gabriel Pinto,-22.8742633,-43.3258445
24851624,Luiz Felipe Sousa,-22.8490859,-42.8932842
24457450,Enrico Costa,-22.7996533,-43.0153067
26525160,Laura Pires,-22.807853,-43.4272617
24461190,Luiz Otávio Garcia,-22.8097034,-43.0366282
25213330,Caleb Cardoso,-22.6721893,-43.2702275
22041090,Nicolas Souza,-22.9674712,-43.1888755
26480517,Maria Isis Albuquerque,-22.6886452,-43.5615074
26021711,Pedro Lucas Nogueira,-22.7270599,-43.4399815
24322530,Guilherme Aparecida,-22.9009788,-43.0139471
24416150,Ian Gonçalves,-22.8390313,-43.0687735
21843655,Matheus Ribeiro,-22.8696292,-43.5068876
26298171,Luiz Miguel Martins,-22.8245896,-43.6159446
23914175,José Barbosa,-22.9921033,-44.2374327
20220160,Vinicius Novaes,-22.9054214,-43.2054949
24711080,Rhavi Pacheco,-22.820056,-43.0011638
25821320,Lunna Silveira,-22.122686,-43.1823887
24410020,Alexia Barbosa,-22.8581883,-43.0956199
26215450,Sophie Costa,-22.7516362,-43.4412757
25970600,Júlia Barbosa,-22.3928504,-42.9990785
21831195,Nathan Teixeira,-22.8758503,-43.4871891
25575260,Laís Pacheco,-22.7754533,-43.3333653
27285350,Bárbara Farias,-22.4955447,-44.0817071
24850770,Thomas Aragão,-22.7909467,-42.9149297
28621290,Maria Helena da Conceição,-22.3163444,-42.5461477
26157366,Ana Carolina Correia,-22.7144708,-43.4025091
25970788,Maria Júlia Vieira,-22.3991875,-43.010987
24908120,Pedro Henrique Sales,-22.8840563,-42.8003978
25620161,Eloah Ramos,-22.5112498,-43.1779306
25050090,Emanuella Cardoso,-22.7487404,-43.3023849
27947670,Fernando Alves,-22.3621015,-41.794225
20760510,Heitor das Neves,-22.8778452,-43.289128
26521390,Carlos Eduardo Moreira,-22.8206553,-43.4251952
25957125,Maria Flor Cavalcante,-22.4247151,-42.9751387
24412360,Olivia Montenegro,-22.8388078,-43.076737
24937430,Nicole Abreu,-22.956967,-43.0031229
25720454,Emanuella Novais,-22.4543321,-43.1416253
23520240,Benício Siqueira,-22.9447222,-43.6716667
23530510,Helena Costa,-22.9674264,-43.7056394
26298602,Paulo Teixeira,-22.8519324,-43.6033918
25245800,João Pedro da Mota,-22.6406604,-43.3383134
24722250,Pedro Lucas Moura,-22.7821475,-42.9695336
23075445,Carlos Eduardo Vasconcelos,-22.9035842,-43.5662438
24830124,Maria Vitória da Mota,-22.7095402,-42.8897378
24445675,Thomas Cunha,-22.8183092,-43.0310143
27336130,Helena Moreira,-22.5639602,-44.1413987
24932845,Aylla Castro,-22.9488999,-42.9750429
23898530,Mirella Novaes,-22.8354413,-43.7094571
28611000,Rael Câmara,-22.2775077,-42.5190829
21510320,Renan da Luz,-22.8379544,-43.3174987
27288030,Natália Brito,-22.4658572,-44.0942933
27933410,Sophia Brito,-22.3829057,-41.8237086
24903680,Hadassa Camargo,-22.9339527,-42.8245961
23094360,Larissa da Mota,-22.8682037,-43.5216515
28073580,Kaique Ramos,-21.7942646,-41.2847191
21920520,Pedro da Conceição,-22.9818362,-43.6484185
26022800,Emilly Barros,-22.7350341,-43.4560525
26255111,Vinícius Leão,-22.7591136,-43.4597548
27935350,Luiz Henrique Rezende,-22.3856641,-41.7932032
26423310,Anthony Gabriel Rodrigues,-22.6768395,-43.6102294
21531082,Heloísa Machado,-22.8396955,-43.3663416
25575371,Ágatha Correia,-22.7731326,-43.3352572
26554000,Maria Laura Pastor,-22.7848896,-43.4333785
27343330,Cauã Costela,-22.563827,-44.170663
26123160,Antonella Montenegro,-22.7449085,-43.4108914
25610206,Rhavi Moraes,-22.4886321,-43.1616261
26272240,Isaac Cunha,-22.7590187,-43.504586
27143330,Evelyn Almeida,-22.4995965,-43.8177253
21512180,Leandro Cardoso,-22.8248684,-43.3424023
21775080,Alana Alves,-22.8874825,-43.4435016
23540149,Kaique da Mota,-22.9674264,-43.7056394
25576100,Lavínia Abreu,-22.7720182,-43.3481728
26165610,Larissa das Neves,-22.7257301,-43.3789879
26298243,Vicente Cavalcanti,-22.8231056,-43.6073631
27281105,Heitor Barros,-22.4910741,-44.1206973
26125527,Benjamim Leão,-22.7375441,-43.3987237
25570620,Maria Cecília Guerra,-22.7640253,-43.345519
20530430,Gustavo Nascimento,-22.9450809,-43.2606191
24425005,Elisa Macedo,-22.8544152,-43.0977581
20535450,Luiz Gustavo Cardoso,-22.9561505,-43.2847795
24310080,Felipe Correia,-22.9152521,-43.0502644
27275202,Murilo Viana,-22.4960644,-44.1269188
26250170,Maysa Rodrigues,-22.768471,-43.4416018
27525586,Maria Luiza da Costa,-22.4709659,-44.4513347
20261230,Luiz Felipe Costa,-22.9298492,-43.2030939
27215210,Bruna Marques,-22.5106688,-44.0983944
22735160,Levi Casa Grande,-22.9240892,-43.360751
26255150,João Guilherme Cirino,-22.7617035,-43.4527559
24141520,Anthony da Mota,-22.8858975,-43.1152211
26270400,Antônio Jesus,-22.7452667,-43.5228066
26031390,Lucca Duarte,-22.7351548,-43.4796821
25250060,Maria Aragão,-22.6018458,-43.2919893
24722430,Enrico Andrade,-22.7994322,-42.9745216
27948322,Josué Cavalcante,-22.3456427,-41.8009866
27410266,Mirella Mendes,-22.4155441,-44.274231
26220110,Pedro Lucas Brito,-22.759308,-43.4304907
26535357,Matteo Mendes,-22.79584,-43.4126731
26032480,Murilo Costela,-22.7229128,-43.4707402
26167360,Lívia Garcia,-22.7385366,-43.3731663
23520441,Otto Nunes,-22.948499,-43.6485997
24912330,Miguel Novais,-22.9053373,-42.8248684
27944704,Gustavo Henrique Moreira,-22.3955158,-41.7957274
26135007,Cauê Mendonça,-22.7493913,-43.4186259
26379110,Cauã Pires,-22.7383827,-43.5606167
26087230,Maria Laura Sales,-22.7139611,-43.5272184
28080065,Otávio da Paz,-21.7414408,-41.2988317
25635050,Manuella Correia,-22.5278012,-43.1783486
26092035,Yasmin Garcia,-22.6830173,-43.5417967
26535466,Yago Cirino,-22.79584,-43.4126731
21842100,Hellena Guerra,-22.8704087,-43.478706
25902070,Anthony Moreira,-22.6338065,-43.0286314
21531540,Bárbara Novaes,-22.8215738,-43.3731043
28621313,Luara Monteiro,-22.3356085,-42.5515315
21510220,Ana Beatriz Costela,-22.8410873,-43.3470099
26525252,Miguel Costela,-22.8114774,-43.4182009
26143340,Renan Monteiro,-22.7262872,-43.4240947
26022500,Evelyn Viana,-22.725843,-43.4572463
26120295,Alice Cavalcante,-22.7350668,-43.4123262
22471190,Manuela Moraes,-22.9653896,-43.1986125
26275590,Vitor Gabriel Marques,-22.7536957,-43.496298
23082470,Thomas Costa,-22.8919216,-43.5741153
28907250,Elisa Nunes,-22.8951851,-42.0348774
20751240,Olivia Aparecida,-22.8794337,-43.3080983
26510618,Calebe Borges,-22.8139617,-43.4189815
21910020,Nicole da Costa,-22.7956687,-43.1733079
25045200,Clara da Rosa,-22.6971068,-43.2933153
25510092,Bruna Barros,-22.7886016,-43.3814234
25615148,Alexia Barbosa,-22.491146,-43.1538822
21765698,Lorenzo Martins,-22.9235651,-43.6406957
25213138,Isadora Porto,-22.6455737,-43.3149785
26275470,Yasmin Silva,-22.7531237,-43.5015772
23017370,Valentina Pires,-22.9154127,-43.5169239
26540466,Henrique Silveira,-22.8067006,-43.4018998
23540043,Arthur Mendes,-22.9196515,-43.6843877
28908330,Esther Oliveira,-22.884091,-42.0457881
27410320,Rafael Moura,-22.4151305,-44.2583943
23012006,Ryan Farias,-22.8941969,-43.536044
25585680,Vicente Cunha,-22.7981129,-43.3320454
27340450,Marcela Casa Grande,-22.580025,-44.1761791
27935050,José Miguel Pacheco,-22.3944774,-41.800482
24456440,Carolina Moura,-22.8083305,-43.0153585
25715436,Zoe Sampaio,-22.4506892,-43.1626063
25251202,Laís Peixoto,-22.6585183,-43.2763246
25046030,Ester Gonçalves,-22.7137191,-43.3206478
24920305,Otto Carvalho,-22.9339527,-42.8245961
24911340,Cauê Azevedo,-22.9095474,-42.817472
21031680,João Felipe Azevedo,-22.8491735,-43.2510369
25625080,Antony da Paz,-22.5112498,-43.1779306
21665050,Anthony Gabriel Santos,-22.8352287,-43.3848688
28908645,Maysa Sá,-22.8869007,-42.0266493
25214050,Gael Henrique da Costa,-22.6834718,-43.2751721
23547190,Emilly Borges,-22.9766061,-43.6955458
26535005,Ian Gomes,-22.798731,-43.4110421
27278545,Maria Macedo,-22.4921488,-44.1194418
