CEP,Nome,Latitude,Longitude
23932585,Samuel Sá,-22.9814509,-44.2907953
23931440,Alana da Mata,-22.9888681,-44.3050455
25070060,Ana Laura Lopes,-22.7842,-43.3028754
23015074,Mirella Barbosa,-22.9102699,-43.569201
24846040,João Gabriel Martins,-22.823423,-42.7735556
20920010,Ana Laura Farias,-22.8974869,-43.2312524
25900216,Isabelly Costela,-22.6580956,-43.0477565
28635035,Cauê Pacheco,-22.2887261,-42.5340796
27410000,Theo Ribeiro,-22.4088039,-44.2617567
23545150,Marcos Vinicius Pereira,-22.9655727,-43.706984
24724495,Ana Beatriz Dias,-22.7984319,-42.9516739
20766100,Rafaela Rios,-22.8679833,-43.2823641
27925490,Kaique da Rosa,-22.4022149,-41.8344273
24120039,Milena Rocha,-22.8813,-43.0870152
23088225,Maria Julia da Luz,-22.8882021,-43.5499922
26110172,Luigi Ramos,-22.7547448,-43.3646763
28053642,Emanuelly da Cunha,-21.7626682,-41.3184501
27280842,Giovanna Souza,-22.4868257,-44.1091014
25213183,Maya Ferreira,-22.7862985,-43.3053106
28908060,Brenda Gonçalves,-22.8937843,-42.0328416
25065240,Maria Cecília Fernandes,-22.7803767,-43.3047212
24931510,Isaque Campos,-22.9250582,-42.8836965
24435690,Calebe da Cruz,-22.8247141,-43.0675737
23530091,Isaac Cassiano,-22.9662226,-43.6919111
20241100,Davi Lucas Novaes,-22.9164592,-43.1799409
26297360,Luana Nogueira,-22.8244241,-43.5941869
24812412,Yago Borges,-22.7565013,-42.8831723
26415400,Caleb Pires,-22.6876071,-43.6397628
25725282,Maria Eduarda Andrade,-22.3916668,-43.2328033
24813508,Miguel Mendes,-22.759914,-42.9182168
27338280,José Souza,-22.5701635,-44.158502
21930345,Sophia Guerra,-22.819907,-43.1785362
26265410,Emanuel Andrade,-22.7641525,-43.4975249
23906070,Lucca Barbosa,-23.0005402,-44.3064151
25220157,Nicolas Nogueira,-22.6526411,-43.2523644
27145340,Gabriela Oliveira,-22.4761773,-43.8208597
25250415,Cauê Ramos,-22.5769274,-43.2835872
25977045,Melina Araújo,-22.3812314,-42.9174776
24921552,Davi Miguel Barros,-22.9036119,-42.7121169
25050140,Nicolas Camargo,-22.7494842,-43.2954784
25976445,Maria Alice Ramos,-22.4203293,-42.9775699
25585690,Pedro Henrique Duarte,-22.7987696,-43.3320538
23932480,Lucas Costela,-22.9809547,-44.2980384
27143215,Rhavi Martins,-22.5341018,-43.7975211
26554650,Carolina Pereira,-22.7843357,-43.4361936
26294345,Raul Rios,-22.7958319,-43.5517873
28611090,Bianca Duarte,-22.2852366,-42.5264376
26373140,Bella Novaes,-22.7106685,-43.5522256
21842600,Isabela Sá,-22.8718104,-43.5028907
26382509,José Miguel Fernandes,-22.7106685,-43.5522256
23097684,Fernando Ramos,-22.8600344,-43.5280306
25615052,Maria Liz Montenegro,-22.511181,-43.1529163
26260200,Sofia Cardoso,-22.7583138,-43.4766615
24330220,Mirella da Mota,-22.8982316,-42.9942978
27210390,Isaac Sousa,-22.4888882,-44.0732966
21310440,Gael Monteiro,-22.8725334,-43.3363639
24050290,Vitor Sales,-22.8684835,-43.1155322
25725455,Juan Souza,-22.3916668,-43.2328033
25222328,Esther Pinto,-22.6878176,-43.253861
26127385,João Vitor Aragão,-22.720436,-43.4255406
27286270,Felipe Siqueira,-22.4761516,-44.0660088
20972456,Stephany Albuquerque,-22.9060066,-43.2151416
26285600,Ayla da Mota,-22.7519034,-43.4568775
26115490,Raquel Moura,-22.7421091,-43.3967575
24913400,Davi Lucca da Luz,-22.9173877,-42.8479474
21665076,Caleb Casa Grande,-22.8314917,-43.3875424
21843204,Danilo Melo,-22.8772517,-43.4935488
23013520,Bernardo da Conceição,-22.8982593,-43.5405127
27211185,Ana Sophia Macedo,-22.4927665,-44.0777986
27923050,Augusto Oliveira,-22.3962073,-41.7878272
24130808,Manuella Câmara,-22.8813,-43.0870152
24942305,Théo Cirino,-22.9329666,-42.891222
26279355,Benício Macedo,-22.7439487,-43.5246361
26292254,Maya Farias,-22.7784846,-43.5678109
28615085,Brenda Rocha,-22.3239913,-42.5239884
20081230,Luísa Siqueira,-22.8985173,-43.1843321
24905080,Guilherme da Mota,-22.9621076,-42.9763823
26381700,Bruno Costela,-22.6986207,-43.5426687
26088005,Luiz Henrique Gonçalves,-22.7389298,-43.511509
26086330,Bruno Lima,-22.6890738,-43.483492
21520470,Maria Isis Mendes,-22.8089785,-43.3534036
25902805,Maria Luiza Cassiano,-22.6,-43.016667
26153012,Eloah Mendonça,-22.7175522,-43.4222984
21046695,Ísis Santos,-22.8730194,-43.2404863
26220571,Brenda da Rocha,-22.7304916,-43.4634135
27930560,Josué Melo,-22.4052774,-41.8112073
21021080,Ana Lívia Câmara,-22.8387473,-43.2681436
25966025,Yasmin Araújo,-22.3963788,-42.9855676
24431760,Ágatha Mendes,-22.823567,-43.0752537
21010750,José Miguel Rezende,-22.8184513,-43.3030143
27323660,Noah Siqueira,-22.5412507,-44.1637205
27540460,Maria Júlia Caldeira,-22.4538453,-44.4137628
20785180,Agatha Aragão,-22.8885899,-43.2583803
23017200,Otávio Sousa,-22.9178565,-43.5390234
27536380,Ana Clara Teixeira,-22.4548313,-44.4289503
23090652,Raquel Ramos,-22.8741887,-43.566967
25901613,Yago Pires,-22.6566022,-43.0398345
22460180,Igor Duarte,-22.9623609,-43.2272633
27331390,João Felipe da Cunha,-22.5357187,-44.1268247
26510110,Henry Machado,-22.8164727,-43.4102319
26292366,Ana Laura Jesus,-22.7714518,-43.553354
21760320,Ana Julia Cirino,-22.8943131,-43.4217726
25905640,Maria Laura Vargas,-22.6566022,-43.0398345
23934125,Isabela Rios,-22.9747652,-44.2991795
24050181,Enrico Vargas,-22.8730026,-43.1142334
26277640,Isabela Sousa,-22.7593256,-43.5157951
20765043,Francisco Dias,-22.8725639,-43.2860277
21931094,Alícia Nunes,-22.7271707,-43.5942777
25245525,Calebe Moura,-22.5689627,-43.3113995
23094060,Gael Carvalho,-22.8770126,-43.5106019
21311410,Matteo Lopes,-22.8962607,-43.3242126
24436080,Luiz Otávio Cavalcanti,-22.8390313,-43.0687735
25056350,Erick Melo,-22.7612753,-43.2724266
27210070,Eloá Souza,-22.4895578,-44.0739638
25640550,André Brito,-22.5189929,-43.1788228
27283390,Luana Moraes,-22.5077674,-44.0946129
25710072,Mariane Cavalcanti,-22.4952969,-43.1432244
21380390,Maria Julia Brito,-22.8813052,-43.3227079
26262290,Maria Luiza Vieira,-22.7315177,-43.4850061
24417190,Maria Laura Fernandes,-22.8460799,-43.052731
21555140,Arthur Gabriel Macedo,-22.8576551,-43.3619681
21240290,Luan Fonseca,-22.809561,-43.3288808
26495340,Yasmin Pastor,-22.6439978,-43.6606463
21920670,Agatha Vasconcelos,-22.7964731,-43.2077641
22750443,Caleb Pastor,-22.9681736,-43.3907025
21535450,Cauê Gomes,-22.8212433,-43.3482466
23545450,Clara Jesus,-22.9642574,-43.6975735
23085370,Bárbara Sá,-22.8997945,-43.55147
25225765,Ana Cecília Rios,-22.7039615,-43.2609872
21931260,Heloísa Borges,-22.8086863,-43.2019057
24320000,Laís Fernandes,-22.8888367,-43.0280577
23595220,Henrique Nogueira,-22.9196515,-43.6843877
20730000,Zoe Costela,-22.9002876,-43.2960522
23097740,Carolina da Costa,-22.9035842,-43.5662438
26293492,Enzo Gabriel Caldeira,-22.8008963,-43.5914454
23914365,Kamilly da Mata,-22.9962255,-44.2377661
21371430,Gabrielly Gonçalves,-22.8573164,-43.3167336
28613180,Ana Lívia Oliveira,-22.2887261,-42.5340796
21010000,Natália Brito,-22.8168485,-43.2954144
23075538,Sara Aragão,-22.8713958,-43.5757992
26110080,Benicio Cavalcanti,-22.7609985,-43.3680588
24942535,Maitê Montenegro,-22.9473722,-42.9124955
23900200,Brayan Fernandes,-23.00911,-44.3214062
26031620,Lorenzo Duarte,-22.7331714,-43.4843584
27930765,Larissa Correia,-22.3829057,-41.8237086
23934220,Ravy Machado,-22.9673536,-44.3001235
28083333,Ágatha Campos,-21.7211728,-41.3007603
22470180,Júlia da Cruz,-22.9676202,-43.2392335
26021243,Sofia Castro,-22.728863,-43.4358783
24436455,Caio Freitas,-22.8198799,-43.0735014
24430000,Nicolas Aparecida,-22.8352894,-43.0846163
25770175,Miguel Campos,-22.3706403,-43.1092753
21370080,Erick Sá,-22.8738956,-43.3292768
26545300,Gustavo Henrique Lopes,-22.8164727,-43.4102319
23016432,Gabrielly Pastor,-22.9145252,-43.5405254
28613340,Anna Liz Pinto,-22.2887261,-42.5340796
26410240,Gael Andrade,-22.7001726,-43.6327326
25630353,Elisa Casa Grande,-22.5222306,-43.1659073
26280210,Otto da Paz,-22.7410378,-43.4908147
26292072,Clara Lopes,-22.7714518,-43.553354
25720448,Francisco Guerra,-22.4543321,-43.1416253
20760360,Luan Pacheco,-22.873379,-43.2817621
28635650,Mathias Melo,-22.2285394,-42.5223714
27265470,Cecilia Nunes,-22.5272238,-44.1243971
22753090,Maria Sophia Aparecida,-22.982238,-43.3255461
23010560,Enzo Gabriel Sampaio,-22.8808801,-43.5062613
25620100,Enrico da Cunha,-22.5090913,-43.1714911
25040427,Yasmin Duarte,-22.7454171,-43.3219001
24925440,Bento Cavalcanti,-22.9339527,-42.8245961
24330330,Luísa Siqueira,-22.9249921,-43.0097668
27211326,Maysa Moreira,-22.4865306,-44.0877307
20715390,Maria Costela,-22.9138887,-43.2777093
25560508,Emanuelly Dias,-22.7714072,-43.3622556
25903679,Otávio Nogueira,-22.6566022,-43.0398345
20780320,João Almeida,-22.89561,-43.2672916
21040282,Heitor Abreu,-22.8626395,-43.2539991
26383971,Isabel Novais,-22.7144149,-43.5554925
20211330,Sophia Martins,-22.8580346,-42.0481456
26560500,Antony da Conceição,-22.7729357,-43.4245822
27333250,Emanuella da Mata,-22.537301,-44.1265604
20210052,Catarina Montenegro,-22.9133954,-43.2007101
28620100,Vitor Monteiro,-22.3176682,-42.5436057
21241020,Vitor Gabriel Monteiro,-22.8154179,-43.3025864
21011737,Luara Casa Grande,-22.8034825,-43.3048233
28053050,Henry Gabriel Silveira,-21.7479902,-41.3463082
24451550,Luara Jesus,-22.8386853,-43.01434
27275405,José Miguel Rocha,-22.5062653,-44.119561
24420410,Aurora Pacheco,-22.8362192,-43.0434345
21640001,Alexandre Cirino,-22.8393288,-43.3980294
25570385,Renan Araújo,-22.7907664,-43.3699364
23935325,Liam Lima,-22.9619383,-44.4389191
26381768,Ana Carolina Rezende,-22.6971621,-43.5548532
27275150,Laís Souza,-22.4985478,-44.1135585
22430160,Daniela Marques,-22.9803004,-43.227625
24934340,Hadassa Aragão,-22.9566767,-42.956293
24931655,Ester Oliveira,-22.9250582,-42.8836965
26020205,Alícia Monteiro,-22.7296154,-43.4572635
21545180,Isaque Moura,-22.8428941,-43.3355731
26278560,Cecilia Marques,-22.7473035,-43.5041913
21940181,Bruno Moraes,-22.8120275,-43.1456475
24851640,Helena Casa Grande,-22.8490859,-42.8932842
24422180,Pietra Almeida,-22.8380031,-43.0145858
20766760,Matheus da Mata,-22.873379,-43.2817621
24020330,Stephany Nunes,-22.8958726,-43.1189246
25961190,Paulo Santos,-22.4386574,-42.9870652
27150500,Ana Clara Dias,-22.4862953,-43.8438832
28610190,Carolina Dias,-22.2887261,-42.5340796
23088100,Melissa da Cruz,-22.8865174,-43.5534951
25963120,Nicole Gonçalves,-22.4235222,-42.9762692
26155460,Ana Beatriz Oliveira,-22.7133312,-43.3998363
25240404,Caroline Cavalcanti,-22.6501652,-43.2958643
21675340,Alícia Andrade,-22.8465683,-43.3720454
26220700,Valentim Correia,-22.7561319,-43.4607419
26088425,Luiz Gustavo Rodrigues,-22.7063839,-43.5223417
20250498,Olívia Gomes,-22.9215662,-43.2059794
24330103,Antônio Nascimento,-22.8854254,-43.032142
26540023,Arthur Siqueira,-22.8089362,-43.4093227
23933290,Diego Pacheco,-22.972366,-44.2954019
28907450,João Andrade,-22.8846787,-42.0224989
26515740,Luiz Fernando Carvalho,-22.8098494,-43.4193916
27332340,Sofia Cavalcante,-22.5579434,-44.1240848
23520500,Lavínia Pires,-22.9542742,-43.647016
26033460,Stella Lima,-22.7210579,-43.4657102
27965110,Valentina Campos,-22.326434,-41.7260528
24808368,Cauê Ribeiro,-22.758632,-42.8683886
21031680,João Felipe Azevedo,-22.8491735,-43.2510369
21920035,Cauã Cunha,-22.7990528,-43.1899414
28907090,Diego Alves,-22.8797567,-42.0180352
26167295,Sara Dias,-22.7645391,-43.3996264
24916355,Lucas Gabriel Abreu,-22.9339527,-42.8245961
20740340,Asafe Vasconcelos,-22.8950034,-43.3094965
27330330,Luiz Otávio Câmara,-22.5492192,-44.1623634
24858044,Olivia Rezende,-22.7683179,-42.9400308
23073004,Camila Abreu,-22.894636,-43.5876338
27321750,Cauê Viana,-23.4282402,-46.5354262
22451730,Arthur Gabriel Alves,-22.934951,-43.3876002
25990160,Ísis Azevedo,-22.4169605,-42.9756016
21236150,José Pedro Melo,-22.8428941,-43.3355731
24908715,Luiz Otávio Almeida,-22.8840563,-42.8003978
24722000,Leandro Novaes,-22.7813358,-42.9618512
26260035,Mariana da Mata,-22.7595067,-43.4719662
24856132,Isaque Câmara,-22.7749824,-42.9161467
27210040,João Guilherme Ribeiro,-22.5360163,-44.0677254
21930110,Alícia Pacheco,-22.8232826,-43.1711966
26051620,Aurora Lopes,-22.6881691,-43.4546904
25720171,Mariah Pinto,-22.4354834,-43.1388834
27971295,Felipe Santos,-22.31485,-41.7556709
27265520,Maria Fernanda Santos,-22.5206315,-44.1163651
22452760,Hadassa Moraes,-22.9966169,-43.2366472
24937010,Arthur Fernandes,-22.9622127,-43.0021804
24445490,Kevin Vieira,-22.8030265,-43.0512325
21843189,Camila Andrade,-22.8968333,-43.4877927
25045339,Bella Lopes,-22.7862985,-43.3053106
23071430,Antony Fonseca,-22.8858393,-43.5820831
26545340,Juliana da Luz,-22.8136503,-43.4038475
26116380,Maria Vitória da Paz,-22.7474951,-43.3975018
22753040,Esther Lopes,-22.9727932,-43.3325214
21650180,Benício Moraes,-22.8112324,-43.3625273
24450070,Emanuelly Cardoso,-22.8167996,-43.0273012
26160400,Emanuelly Machado,-22.7267783,-43.3930854
27347470,Henrique Sampaio,-22.5477195,-44.1809244
24474080,Emanuel Vargas,-22.7951099,-43.0288367
23933150,Yan Cirino,-22.9750746,-44.2907314
26297141,Ana Beatriz Gomes,-22.8187803,-43.5999383
21920210,Gustavo Henrique Cardoso,-22.8012615,-43.1971611
27966824,Marcela Jesus,-22.301358,-41.7058833
21660050,Emanuel Sales,-22.8416822,-43.3812736
28910610,Esther Rezende,-22.8779199975,-42.0201722237
26115660,Emanuella Guerra,-22.737083,-43.3925176
21765490,Luan Sales,-22.8947148,-43.4368812
23016340,Ana Júlia Peixoto,-22.9126752,-43.5373321
23073060,Fernando Nogueira,-22.8936287,-43.5884808
23020320,Noah Vasconcelos,-22.9939716,-43.6028008
26493390,Henry Gabriel das Neves,-22.6439978,-43.6606463
24810452,Miguel Santos,-22.787651,-42.8744403
24913845,Alexandre Pacheco,-22.9135317,-42.8278545
27338310,Pedro Cardoso,-22.5708561,-44.1637425
24320120,Jade Aragão,-22.9047233,-43.0514353
20745210,Maria Eduarda Teixeira,-22.9062054,-43.3138064
27279097,Eduardo Ferreira,-22.4882913,-44.1186049
21911250,Julia Vargas,-22.7896451,-43.1732051
22713211,Samuel da Mata,-22.9681736,-43.3907025
23510640,Daniela Costa,-18.7490145,-44.4294404
26011520,Henrique Peixoto,-22.7561319,-43.4607419
24916295,Apollo Almeida,-22.9339527,-42.8245961
22710072,Isabella Freitas,-22.9317776,-43.3715959
21515570,Thomas Rodrigues,-22.8245339,-43.3677172
24715381,Mateus Moura,-22.8272883,-43.0637646
27143140,Bianca Correia,-22.5137534,-43.805366
24320215,Vitor Hugo Viana,-22.9047233,-43.0514353
28616125,Liz Correia,-22.3041982,-42.5120497
27931009,Cauã Ferreira,-22.3875925,-41.8434852
24810156,Marcos Vinicius Costa,-22.7802612,-42.8887076
26023160,Ian Sousa,-22.7255466,-43.4524402
22711330,Maya da Rosa,-22.9500614,-43.3832891
22753711,Ravi Lucca Alves,-22.9681736,-43.3907025
24141230,Lunna Peixoto,-22.8822271,-43.0636213
26530110,Clara Pastor,-22.8078456,-43.4148701
25640241,João Miguel Sá,-22.5191425,-43.1855277
20251500,Dom Costela,-22.9196649,-43.1950687
20911335,Liz Ferreira,-22.8926246,-43.2397455
21675010,Diego da Mata,-22.8401095,-43.3780741
27275440,Yasmin Fonseca,-22.5077674,-44.0946129
25970792,Gustavo Henrique Costela,-22.3991875,-43.010987
22610350,Ryan Rezende,-22.9949162,-43.2718805
21921140,João Vitor Rodrigues,-22.8091909,-43.1866426
25974040,Isaque Cunha,-22.3913503,-42.9874263
24310380,Laís Barros,-22.9081379,-43.0697271
23093210,Arthur Gabriel da Cunha,-22.8811419,-43.5366788
24435065,Esther Barros,-22.8225828,-43.0766564
25740046,Vitor Gabriel Fernandes,-22.4167289,-43.1327247
28055320,João Fogaça,-21.7454786,-41.3534142
22723391,Valentim Alves,-22.9230494,-43.3739788
28620033,Isaque Garcia,-22.3040046,-42.542514
23520572,Isabelly Pacheco,-22.9196515,-43.6843877
26160020,Zoe Alves,-22.7400364,-43.4001104
24935210,Vinícius Peixoto,-22.9566767,-42.956293
25230520,Ana Julia da Luz,-22.6729485,-43.2912772
26376290,João Gabriel Gomes,-22.7524239,-43.5223953
21815285,Larissa Campos,-22.8742263,-43.4685442
24804099,Ana Beatriz Cavalcante,-22.7503965,-42.8454843
23891805,Theo Gomes,-22.726621,-43.6627602
23097710,Anna Liz Silveira,-22.9035842,-43.5662438
23095720,Igor Casa Grande,-22.8969953,-43.484699
23013490,Ravy Moreira,-22.8951648,-43.5365634
20755200,Luísa Melo,-22.886319,-43.3002031
26032690,Hellena Casa Grande,-22.7260774,-43.468748
22723665,Agatha Casa Grande,-22.9681736,-43.3907025
23914360,Maria Sophia Freitas,-22.9958346,-44.238217
24912720,Ágatha Nunes,-22.9173877,-42.8479474
26298060,Maria Cecília Pires,-22.8189303,-43.6106112
24913425,Lívia Farias,-22.9173877,-42.8479474
24460130,Bruno Castro,-22.8165119,-43.0403704
22743370,Vicente Fernandes,-22.9257859,-43.3423498
27945070,João Felipe Rodrigues,-22.372728,-41.797148
27960409,Aylla Albuquerque,-22.3505765,-41.7730858
27279773,Mariah Cirino,-22.48814,-44.1203723
25250413,Luara Jesus,-22.6713263,-43.2527159
24727283,Matheus Cavalcante,-22.7955932,-42.9458001
28060720,Aylla Castro,-21.7293481,-41.3382021
26250040,Emanuelly Ribeiro,-22.7657038,-43.4461909
26415170,Amanda Rodrigues,-22.6891649,-43.6249336
28625080,Ana Julia Aragão,-22.2887261,-42.5340796
21250142,Calebe Almeida,-22.8344537,-43.3088739
24921045,Maria Liz Casa Grande,-22.9339527,-42.8245961
24426120,Caroline Porto,-22.8438616,-43.0945646
24917240,Ana Cecília Cirino,-22.9339527,-42.8245961
25565070,Rafael Pimenta,-22.7816007,-43.353216
20761170,Augusto da Rocha,-22.8723141,-43.2926362
24722690,Maria Liz Monteiro,-22.7888885,-42.9828715
24813536,Maria Júlia Sampaio,-22.7475799,-42.8832593
25576020,Lunna da Rocha,-22.7766358,-43.3441304
25905880,João Pedro Novaes,-22.6739098,-43.0656223
26115380,Caio Novaes,-22.7454022,-43.3875382
24465100,Arthur Gabriel Dias,-22.8184459,-43.0482852
25730590,Natália Mendes,-22.4237292,-43.1214108
24325270,Lucas Montenegro,-22.8858975,-43.1152211
26160300,Benjamin Mendes,-22.7249518,-43.399293
21940190,Arthur Gabriel da Mata,-22.8127154,-43.2027667
21241230,Erick da Cruz,-22.8149705,-43.308661
26020430,Liam Ramos,-22.7359077,-43.4464192
28630525,Eduarda Camargo,-22.2552122,-42.6298833
24851544,Liam Aparecida,-22.8192914,-42.8911162
23071618,Emanuella Caldeira,-22.9035842,-43.5662438
26010755,Sara Pires,-22.7558804,-43.4295563
24940685,Larissa Almeida,-22.9473722,-42.9124955
27537270,Léo Garcia,-22.4495889,-44.3938262
24451080,Bárbara Nascimento,-22.8295569,-43.0208183
26087370,Kevin Alves,-22.7137813,-43.525465
20785130,Theo Lopes,-22.889706,-43.2672168
20510150,Ana Laura Pacheco,-22.9331667,-43.2388865
28083621,Letícia Oliveira,-21.7336254,-41.3117783
25215220,Stephany Dias,-22.71583,-43.2618217
21515542,Leonardo Araújo,-22.8246493,-43.3727275
25250405,Ravy Pimenta,-22.7862985,-43.3053106
26510380,Enzo Albuquerque,-22.7944091,-43.4112142
27945040,Liam Cunha,-22.3733341,-41.7961168
